,sentence,val
870,"Cela donne l' impression que le locuteur ne s' implique pas réellement dans ce qu' il dit , confrontant le locutaire a sa propre attitude face a ce fait de société . §",2
871,"à à Ainsi , on peut voir que même si le pastiche a pour but de s' approprier la typograhphie et le s structurcompositionelle d' un genre pour rendre son propos amusant , bien souvent , le genre - source reprit permet de servir le message du pastiche . §",10
872,"Le pastiche n' est pas un contre - genre mais plutot un genre qui s' appuit sur les traits sémantiques définit des genres pour mettre en avant , non seulement leur sidées mais aussi l' attitude des locutaires visés face a ce u sujet du pastiche . §",11
873,"Comme les genres se basent sur des règles sociologiques , en reprenant et en tordant ces règles , tout en les respectant dans l' ensemble , le pastiche chercher à ébranler les ' attitude des locutaires face à leur société . §",4
874,Le type de discours reste descriptif cependant la modalité aléthique elle a été parfois laissée de coté . §,1
875,"Dans cette annonce , l' objet - sujet n' est bien évidemment pas réellement mit en vente . §",0
876,"Ainsi , bien que la plupart des éléments descriptifs de l' annonce soit véridique , le cadre entourant cette description est remplis d' information fausse . §",0
877,du pastiche §,1
878,"Mise à prix 1000 euros , montant des dettes nationales et charges humaines comprises . §",1
879,&quot; &quot; . §,2
880,"&quot; avocat de la défense , &quot; , &quot; cour de Justice &quot; §",3
881,On retrouve ainsi donc dans la même phrase les termes &quot; superficie Loi Carrez &quot; et &quot; 131_957 km 2 &quot; . §,8
882,"Le premier syntagme dépend du domaine de l' architecture e utilisé en architecture alors que le second , au vu de l' enormité du nombre depend plus d' un vocabulaire géoragphique . §",5
883,g à . §,3
884,"C' est une véritable liste qui est donnée &quot; ntrée , cuisine , dégagement / wc , wc , salle de bains , salle à manger , grand séjour , deux chambres , dressing , salle d' eau e &quot; s aratexte : &quot; §",6
885,Visite sur place mercredi 16 novembre 2016 de 10h à 12h . §,3
886,&quot; e §,1
887,Publié le 1er août 1944 Palais de l' Elysée - Lundi 1 août 1994 §,0
888,"Madames , Messieurs , Chers amis , Kitty , ( … ) §",0
889,"En période d' incertitude personnelle , je vous demande de découvrir ensemble notre autre côté . §",0
890,Le côté plus beau et meilleur que nous avons tous . §,0
891,"Malgré la peur des moqueries , ou de paraître ridicule ou sentimentale , je ne vous le cacherai pas . §",0
892,"J' ai l' habitude de ne pas être pris au sérieux , seulement il est difficile de l' accepter . §",0
893,L' Anne insouciante le supporte mais l' Anne profonde n' a pas cette force . §,0
894,"En ce jour d' été , je demande à la gentille Anne de s' adresser à vous , seulement nous devons accepter la difficulté de celle - ci qui souhaite se retirer aussitôt . §",0
895,L' Anne numéro 1 prend alors la situation en main sans autorisation . §,0
896,Ce combat intérieur concerne chacun d' entre nous . §,0
897,"e , seulement , mais §",4
898,"Dans notre société , la douce Anne n' aparaît pas et exterieure entre la douce Anne concerne chacun d' entre nous . §",6
899,"En effet , la douce Anne n' apparaît pas en société . §",2
900,"Mais , mais dans la solitude , elle triomphe . §",5
901,Je veux vous montrer ma vraie nature . §,3
902,"Il faut que je Le premier problème étant que nous prétendons avoir une nature interieur e heureuse , cepandant les autres voyent en nous une nature exerieure heureuse celle qui montre le chemain qui fait de nous une petite chèvre turbulente qui a arraché ses liens . §",12
903,Ce resentit t fait de moi different de l' expression qu' elle apporte influe sur notre réputation . §,5
904,il §,1
905,"Coureuse de garçon , flirteuse , madame je - sais - tout ou l' ectice d' un e romans à l' eau de rose , voilà de quoi nous pouvons être qualifiés . §",4
906,"Je suis une personne qui par ma place , ma culture , mes valeurs et mes sentiments a une reponsabilité particulière dans la société . §",3
907,Surtout de nos jours où nous somme confrontés à de lourdes menaces . §,3
908,La première est celle du insouciant . §,5
909,"Il a frappé ses dernier moi , mon coportement , , mais aussi mcelui de nos voisins sur chaque continent . §",5
910,tous les continents . §,1
911,Nous allons mener ce combat à l' interieur commeà l' exterieur sur notre territoire ainsi que dans chaque état touché . §,6
912,"C' est la lutte contre el ' ce côté que l' on ose pas montrer a nos compatriotes , celui qui nous enpèche d' être sois - même soi - même de peur de représailles , de moqueries , de jugement qui nous qualifieraient de ridicule ou sentimentale , ou de peur qu' on ne nous prenne pas au sérieux . §",15
913,Cette luttes s i dqui nous sommes m s ai et qui nous empeche d' être pris au sérieux §,7
914,Ce coté insouciant est habitué à ne pas être pris au sérieux mais le côté profond n' en a pas la force . §,5
915,"Cette action menée Quand c nous permet de forcer à soumettre le gentille coté sur les rangs , et que l' autre côté devient affaibli , malheuresement , le côté numéro 1 prend l' assaut . §",11
916,"mon ses dernières années , moins beau à l' Anne Elle e L' Annes e e ' Anne e ' Anne gentille ' Anne et affaibli e le côté meilleur . §",18
917,Il n' y aura de lourdes victoire contre cette insouciance si l' Anne douce fait son apparition en société . §,5
918,", malheuresement , pour le moment , elle ne triomphe qu' en silence . §",1
919,"Aujourd'hui , je saisexactement comment j' aimerais être , et comment je suis en réalité ... §",5
920,Il est temps de ' intervenir . §,1
921,Dès 1984 j' avais compris que le conflit entre ses deux côtés aurait de graves consequances pour la société . §,5
922,"Le preuve , maintantant , je prétends avoir une nature intérieure heureuse , tandis que les autres gens voient en moi une nature extérieure heureuse . §",3
923,"je sui notre bien être , qui touche chacun d' entre -nous noce , pour ma part ; l' Anne insouciantee en e une notre côté s comment nous voulons tous être a nouson nous voyons en chacun A l' interieur , l' Anne pure notre pureté nous montre le chemain , . §",16
924,"A l' extérieur , nous sommes réduits nequ ' à une petite chèvre turbulente qui a arraché ses liens . §",3
925,Le monde entier est conceré et le sera durablement . §,2
926,"Je ressens toute chose autrement que je ne l' exprime et c' est pourquoi j' ai pu entrendre de moi dans les réseaux sociaux , des propos que me qualifierais de coureuse de garçons , de flirteuse , de madame je - sais - tout et d' une lectrice de romans à l' eau de rose . §",5
927,"Notre côté joyeux s' en moque , et rétorque avec insolence , mais notre côté silencieux réagit à l' opposé . §",4
928,"Je dois avouer que cela m' atrtriste , c' est une t ragédie épouventable et je . §",5
929,"J' appelle ici maintenant à la trève , il est grand temps de faire cesser ce carnage . §",2
930,Il n' y aura de lutte vicotieuse que contre ce et imposant côté que si nous arrivons à écouter notre voix intérieure et les bons conseils bonne moitié qu' elle nous apporte . §,10
931,"Malreusement J' aimerais l' écouter mais je dois redoubler d' effort , l . §",4
932,Notre entourage n' est pas habitué à cotoyer notre meilleur côté donc lorsqu' il le recontre il pense que quelque chose ne vas pas . §,4
933,Cela devient agassant car nous sommes face à trop à de forte attentions . §,2
934,"Donc nous nous énervons et s Nous devenons énervés , lachons les armes et laissons le mauvais côté prendre le dessus . §",4
935,Il nous faut rassembler nos armes et vivre en société comme si personne d' autre de nivait sur terre . §,3
936,"Vive le meilleur côté , vive l' authenticité ê ê , n , ent ç v Anne M §",13
937,Franck ) ( Essentiellement §,2
938,"cette planète , nous sommes §",2
939,Introduction §,1
940,"D' après le centre C National de Ressources Textuelles et Lexicales , le pastiche est une oeuvre artistique ou littéraire dans laquelle l' auteur imite en partie ou totalement l' oeuvre d' un maître ou d' un artiste en renom par l' exercice , par un jeu ou un dans une intention parodique . §",8
941,&quot; &quot; §,1
942,"En effet dans ce devoir , mon pastiche est une moquerie §",1
943,"du journal intime , qui est le texte source qui est pasticher dans le genre cible ; le discours politique . §",1
944,"Le journal intime est un texte rédigé de façon régulière ou manière de manière périodique dans une visée personnelle indiquant les sentiment et les resenti de l' auteur s où l' auteur s' exprime en parlant de sa vie , ses sentiments , ses resentis s . §",14
945,"Ce journal peut être rédigé d' une manière plus ou moins fréquente , l' auteur va généralement dater chaque session . §",4
946,Il a une visée personnelle et secrète . §,2
947,"Le journal intime est un genre littéraire né au XVIII siècle à la même époque que l' autobiographie , seulement il sera considéré comme un genre littéraire ne sera pas considéré comme un genre littéraire immédiatement . §",3
948,Le journal intime écritfaçon . §,3
949,"L peut être également appelé diaire , qui signifie au XVIe siècle , &quot; livre de raison &quot; est utilisé comme subtantif qui signifie . §",7
950,"En effet ce texte est rédigé pour soi même donc aucune e s , ses évènements pour aucun destinataire , il sagit donc d' un écrit qui ne comporte ni filte , ni sansure , mais uniqiement la pensée profonde et veridique de l' auteur . §",5
951,"u Le texte source que j' ai choisi est le journal d' Anne Franck du Mardi 1er août 1994 , le texte cible dont je me suis inspiré est le discours de François Hollande du 3O août 2016 0 . §",11
952,selon certaine période de la vie de l' auteur §,1
953,"Le texte , il a une posture pragmatique sa posture pragmatique est la vérité . §",5
